-1.6120659671159E-5,1.0796492957233E-5,Iris-setosa
-3.316734579373E-6,-6.0058771505763E-5,Iris-setosa
8.815783133327E-6,-6.2317443265038E-5,Iris-setosa
8.8282927282589E-6,-7.0562830750512E-5,Iris-setosa
-1.669446438414E-5,1.3179545310962E-5,Iris-setosa
1.8831373337026E-6,2.407493781411E-5,Iris-setosa
6.167086437781E-6,-5.1710305142513E-5,Iris-setosa
-1.4783311721941E-5,-3.4265459149191E-6,Iris-setosa
1.6461173919852E-5,-8.6846648933217E-5,Iris-setosa
-4.9454496505718E-6,-4.3764195073468E-5,Iris-setosa
-8.0504515706669E-6,2.1651481563067E-5,Iris-setosa
-5.4381981513269E-6,-2.8901457865129E-5,Iris-setosa
8.0036225173389E-7,-6.0687884559919E-5,Iris-setosa
2.115783278381E-5,-8.4450771338213E-5,Iris-setosa
3.1330451235746E-6,2.4175260120739E-5,Iris-setosa
5.8108458278273E-6,2.4139139350547E-5,Iris-setosa
-3.3683226817694E-6,2.4340772993082E-5,Iris-setosa
-1.8412865892079E-5,1.1330396538181E-5,Iris-setosa
-2.007971112759E-6,2.1153166580955E-5,Iris-setosa
-8.920398362761E-6,2.4252185438434E-5,Iris-setosa
-1.4529099935333E-5,1.7392097776855E-5,Iris-setosa
-1.0078511417081E-5,1.8389967728607E-5,Iris-setosa
-4.3985549171528E-7,-3.3878449155698E-5,Iris-setosa
-1.2029723500218E-5,-6.7857119952511E-6,Iris-setosa
-4.8557242620922E-6,-2.7810489525992E-5,Iris-setosa
-3.7204769693599E-6,-4.3670964965755E-5,Iris-setosa
-1.379897857152E-5,-2.7497400507946E-6,Iris-setosa
-1.6842745000501E-5,1.2384066601655E-5,Iris-setosa
-1.8144185390313E-5,7.4909453506367E-6,Iris-setosa
3.1569014066313E-6,-5.6674018063511E-5,Iris-setosa
3.4000318893987E-7,-5.4293690989756E-5,Iris-setosa
-1.8879787938122E-5,1.8445399598318E-5,Iris-setosa
-7.9442944899992E-7,2.8723495279002E-5,Iris-setosa
5.4215936150921E-6,2.3030255958879E-5,Iris-setosa
-2.6746555916229E-6,-4.6492073243389E-5,Iris-setosa
-6.6282007048294E-6,-2.5259477688792E-5,Iris-setosa
-1.7519120783015E-5,2.0420999465423E-5,Iris-setosa
-3.1388509639053E-6,-4.3857299145411E-5,Iris-setosa
1.9244077279489E-5,-8.7858640341178E-5,Iris-setosa
-1.5576030338298E-5,4.008172334824E-6,Iris-setosa
-1.5851724718542E-5,2.9806489925772E-6,Iris-setosa
1.4559544518906E-5,-8.722226924525E-5,Iris-setosa
1.8749743007685E-5,-7.7915350543746E-5,Iris-setosa
-1.082915396089E-5,7.7998937953327E-7,Iris-setosa
-4.2324107564737E-6,1.8603949410141E-5,Iris-setosa
-6.2213813537147E-7,-6.7173715932672E-5,Iris-setosa
-9.8015453865938E-6,2.0798880366554E-5,Iris-setosa
1.2345053742188E-5,-7.2349496609666E-5,Iris-setosa
-9.4208812438161E-6,1.5295163010162E-5,Iris-setosa
-1.4667114897955E-5,-7.0992963674093E-6,Iris-setosa
-3.7774500219941E-5,1.1828770270799E-5,Iris-versicolor
-3.8964701387998E-5,1.7031106179199E-5,Iris-versicolor
-3.9243240798782E-5,1.6588047693469E-5,Iris-versicolor
-3.9441218370312E-5,1.7231945691015E-5,Iris-versicolor
-4.1349467331408E-5,1.4854529821911E-5,Iris-versicolor
-4.2921166510187E-5,1.0840866743822E-5,Iris-versicolor
-4.5418094484452E-5,1.6252259250101E-5,Iris-versicolor
-3.2319110140672E-5,1.8253550220262E-5,Iris-versicolor
-4.3982031859178E-5,1.6143316822185E-5,Iris-versicolor
-4.4673345163649E-5,2.0488776271159E-5,Iris-versicolor
-3.6885348203294E-5,1.7963320839501E-5,Iris-versicolor
-4.5676857004486E-5,1.2078582255926E-5,Iris-versicolor
-3.7560205061239E-5,1.3361214192357E-5,Iris-versicolor
-3.8327965331011E-5,9.3348984835598E-6,Iris-versicolor
-4.1424793075613E-5,1.4153628819572E-5,Iris-versicolor
-4.0067960716235E-5,1.3279528383592E-5,Iris-versicolor
-4.1701959076091E-5,1.2142503009817E-5,Iris-versicolor
-4.1425930117886E-5,1.3472837801265E-5,Iris-versicolor
-3.5522476673891E-5,6.1139830972148E-6,Iris-versicolor
-3.7558526168257E-5,1.6892389964855E-5,Iris-versicolor
-3.8168657932744E-5,1.2911686479663E-5,Iris-versicolor
-4.1124869711173E-5,1.3578286419499E-5,Iris-versicolor
-3.4852507602831E-5,1.3911475076907E-5,Iris-versicolor
-3.7545344398997E-5,1.0594978865895E-5,Iris-versicolor
-4.2448594838886E-5,1.5207646631844E-5,Iris-versicolor
-4.0598405798842E-5,1.4682850340317E-5,Iris-versicolor
-3.8009452194304E-5,1.3080444541949E-5,Iris-versicolor
-3.5444280630421E-5,1.5814588813744E-5,Iris-versicolor
-4.4020780513192E-5,1.2927206856924E-5,Iris-versicolor
-3.6598608318523E-5,1.4921911376373E-5,Iris-versicolor
-3.8937017857232E-5,2.0229264779591E-5,Iris-versicolor
-3.6088842332341E-5,1.6609313896413E-5,Iris-versicolor
-3.9872447185561E-5,1.7252243824042E-5,Iris-versicolor
-3.3351966538281E-5,1.6201070278762E-5,Iris-versicolor
-4.3371760742568E-5,1.47285352022E-5,Iris-versicolor
-4.0700641196243E-5,1.5294279073191E-5,Iris-versicolor
-4.151080081099E-5,1.6144254168515E-5,Iris-versicolor
-3.735242452309E-5,7.9802137414537E-6,Iris-versicolor
-4.5084967883656E-5,1.4815367692145E-5,Iris-versicolor
-4.1458644722528E-5,1.5810923019012E-5,Iris-versicolor
-4.1679352039008E-5,1.1952093865401E-5,Iris-versicolor
-4.2094094301563E-5,1.4603657043482E-5,Iris-versicolor
-4.2117022799132E-5,2.0440169366297E-5,Iris-versicolor
-3.4180719488546E-5,1.8679461513043E-5,Iris-versicolor
-4.3837163579558E-5,1.1807208861906E-5,Iris-versicolor
-4.3975806932452E-5,1.4328690594453E-5,Iris-versicolor
-4.4325858589296E-5,1.4525439655349E-5,Iris-versicolor
-4.5235978103207E-5,1.8423848192118E-5,Iris-versicolor
-3.7492208924408E-5,1.672676980314E-5,Iris-versicolor
-4.4271528933432E-5,1.4801035282173E-5,Iris-versicolor
-2.5466705628795E-5,1.2052247541199E-5,Iris-virginica
-2.7797787475957E-5,1.635495319346E-5,Iris-virginica
-2.3110185397731E-5,1.4269971464338E-5,Iris-virginica
-2.6105419196032E-5,1.697970924358E-5,Iris-virginica
-2.3697010282483E-5,2.0784663202717E-5,Iris-virginica
-1.9273688288125E-5,1.6947568487314E-5,Iris-virginica
-4.4172454908549E-5,2.0160795545948E-5,Iris-virginica
-2.2883646301015E-5,1.8722435237831E-5,Iris-virginica
-2.2506155653593E-5,1.7498615125964E-5,Iris-virginica
-2.2916695981074E-5,1.6912626088879E-5,Iris-virginica
-2.915297671581E-5,1.563568298415E-5,Iris-virginica
-2.997269479298E-5,1.8302956040091E-5,Iris-virginica
-2.6567017519644E-5,1.4898218075257E-5,Iris-virginica
-2.9930902077602E-5,1.4178009651179E-5,Iris-virginica
-2.6231664476256E-5,1.2064046034068E-5,Iris-virginica
-2.5082612420125E-5,1.3471259824431E-5,Iris-virginica
-2.7268909486569E-5,1.9917286164985E-5,Iris-virginica
-1.8233503436772E-5,2.448464825546E-5,Iris-virginica
-2.0585900687406E-5,1.6873733636933E-5,Iris-virginica
-3.3263539454393E-5,8.2652640321528E-6,Iris-virginica
-2.8461035259755E-5,1.7263514740788E-5,Iris-virginica
-3.0000827671791E-5,1.3378917052317E-5,Iris-virginica
-2.2094199952618E-5,1.6410233789488E-5,Iris-virginica
-3.5142061904092E-5,1.3349162561695E-5,Iris-virginica
-2.4042588616184E-5,2.1636544174949E-5,Iris-virginica
-2.5874120198837E-5,1.6352318928338E-5,Iris-virginica
-3.1582522966799E-5,1.0133286418138E-5,Iris-virginica
-3.2955063984048E-5,1.4226162117561E-5,Iris-virginica
-2.5946508538024E-5,1.6426567706128E-5,Iris-virginica
-2.1376317764923E-5,1.8149621161514E-5,Iris-virginica
-1.9957969428611E-5,2.2800991695353E-5,Iris-virginica
-2.1369818890376E-5,1.9422344962017E-5,Iris-virginica
-2.3789656698362E-5,1.3513161504061E-5,Iris-virginica
-3.4738505982002E-5,1.0863563669503E-5,Iris-virginica
-3.0878288185454E-5,1.2560659422379E-5,Iris-virginica
-2.1447544420601E-5,1.9515955488295E-5,Iris-virginica
-2.3493196128045E-5,9.0914104509125E-6,Iris-virginica
-2.8291360406685E-5,1.2968947883202E-5,Iris-virginica
-3.5708692999295E-5,1.5957901940051E-5,Iris-virginica
-2.7598522741302E-5,1.4784233800144E-5,Iris-virginica
-2.2408091120123E-5,1.6997383548914E-5,Iris-virginica
-2.9132959800592E-5,1.445569300008E-5,Iris-virginica
-2.7963869106022E-5,1.4314331357172E-5,Iris-virginica
-2.5165918498934E-5,1.8414907209203E-5,Iris-virginica
-2.7101726647966E-5,1.9552845992457E-5,Iris-virginica
-2.4549694341865E-5,1.3032371641526E-5,Iris-virginica
-3.0514190722498E-5,1.3735563718993E-5,Iris-virginica
-2.7763262249246E-5,1.370595626457E-5,Iris-virginica
-2.313709306187E-5,8.408345402294E-6,Iris-virginica
-3.3345537745935E-5,1.4221567019587E-5,Iris-virginica
